i,d,STTi,STTid,Gi,TTd,l.t,DG,HLi,Emerge,RanCrust,RanWat
1,0,80.0,0,0,0,0,0,1,0,0.9,0.3
2,0,50.0,0,0,0,0,0,1,0,0.9,0.3
3,0,80.0,0,0,0,0,0,1,0,0.9,0.3
4,0,80.0,0,0,0,0,0,1,0,0.9,0.3
5,0,80.0,0,0,0,0,0,1,0,0.9,0.25
6,0,80.0,0,0,0,0,0,1,0,0.9,0.3
7,0,80.0,0,0,0,0,0,1,0,0.9,0.3
8,0,120.0,0,0,0,0,0,1,0,0.9,0.25
9,0,120.0,0,0,0,0,0,1,0,0.9,0.3
10,0,120.0,0,0,0,0,0,1,0,0.9,0.3
11,0,80.0,0,0,0,0,0,1,0,0.9,0.3
12,0,120.0,0,0,0,0,0,1,0,0.9,0.2
13,0,80.0,0,0,0,0,0,1,0,0.9,0.25
14,0,80.0,0,0,0,0,0,1,0,0.9,0.3
15,0,120.0,0,0,0,0,0,1,0,0.9,0.3
16,0,350.0,0,0,0,0,0,1,0,0.9,0.3
17,0,180.0,0,0,0,0,0,1,0,0.9,0.2
18,0,50.0,0,0,0,0,0,1,0,0.9,0.2
19,0,120.0,0,0,0,0,0,1,0,0.9,0.3
20,0,180.0,0,0,0,0,0,1,0,0.9,0.3
21,0,80.0,0,0,0,0,0,1,0,0.9,0.3
22,0,120.0,0,0,0,0,0,1,0,0.9,0.25
23,0,500.0,0,0,0,0,0,1,0,0.9,0.3
24,0,80.0,0,0,0,0,0,1,0,0.9,0.3
25,0,250.0,0,0,0,0,0,1,0,0.9,0.3
26,0,80.0,0,0,0,0,0,1,0,0.9,0.3
27,0,250.0,0,0,0,0,0,1,0,0.9,0.1
28,0,120.0,0,0,0,0,0,1,0,0.9,0.3
29,0,80.0,0,0,0,0,0,1,0,0.9,0.3
30,0,50.0,0,0,0,0,0,1,0,0.9,0.25
31,0,120.0,0,0,0,0,0,1,0,0.9,0.25
32,0,80.0,0,0,0,0,0,1,0,0.9,0.3
33,0,80.0,0,0,0,0,0,1,0,0.9,0.3
34,0,250.0,0,0,0,0,0,1,0,0.9,0.3
35,0,80.0,0,0,0,0,0,1,0,0.9,0.25
36,0,99999.0,0,0,0,0,0,1,0,0.9,0.3
37,0,350.0,0,0,0,0,0,1,0,0.9,0.3
38,0,99999.0,0,0,0,0,0,1,0,0.9,0.3
39,0,50.0,0,0,0,0,0,1,0,0.9,0.3
40,0,80.0,0,0,0,0,0,1,0,0.9,0.3
41,0,50.0,0,0,0,0,0,1,0,0.9,0.1
42,0,80.0,0,0,0,0,0,1,0,0.9,0.25
43,0,50.0,0,0,0,0,0,1,0,0.9,0.3
44,0,120.0,0,0,0,0,0,1,0,0.9,0.3
45,0,250.0,0,0,0,0,0,1,0,0.9,0.25
46,0,20.0,0,0,0,0,0,1,0,0.9,0.3
47,0,350.0,0,0,0,0,0,1,0,0.9,0.1
48,0,80.0,0,0,0,0,0,1,0,0.9,0.3
49,0,10.0,0,0,0,0,0,1,0,0.9,0.3
50,0,180.0,0,0,0,0,0,1,0,0.9,0.3
51,0,80.0,0,0,0,0,0,1,0,0.9,0.25
52,0,80.0,0,0,0,0,0,1,0,0.9,0.25
53,0,80.0,0,0,0,0,0,1,0,0.9,0.2
54,0,120.0,0,0,0,0,0,1,0,0.9,0.3
55,0,120.0,0,0,0,0,0,1,0,0.9,0.25
56,0,80.0,0,0,0,0,0,1,0,0.9,0.3
57,0,80.0,0,0,0,0,0,1,0,0.9,0.15
58,0,80.0,0,0,0,0,0,1,0,0.9,0.3
59,0,120.0,0,0,0,0,0,1,0,0.9,0.25
60,0,99999.0,0,0,0,0,0,1,0,0.9,0.15
61,0,180.0,0,0,0,0,0,1,0,0.9,0.3
62,0,120.0,0,0,0,0,0,1,0,0.9,0.25
63,0,80.0,0,0,0,0,0,1,0,0.9,0.25
64,0,180.0,0,0,0,0,0,1,0,0.9,0.25
65,0,80.0,0,0,0,0,0,1,0,0.9,0.3
66,0,250.0,0,0,0,0,0,1,0,0.9,0.25
67,0,120.0,0,0,0,0,0,1,0,0.9,0.3
68,0,50.0,0,0,0,0,0,1,0,0.9,0.3
69,0,50.0,0,0,0,0,0,1,0,0.9,0.3
70,0,120.0,0,0,0,0,0,1,0,0.9,0.3
71,0,80.0,0,0,0,0,0,1,0,0.9,0.25
72,0,180.0,0,0,0,0,0,1,0,0.9,0.3
73,0,80.0,0,0,0,0,0,1,0,0.9,0.3
74,0,120.0,0,0,0,0,0,1,0,0.9,0.25
75,0,80.0,0,0,0,0,0,1,0,0.9,0.3
76,0,250.0,0,0,0,0,0,1,0,0.9,0.25
77,0,500.0,0,0,0,0,0,1,0,0.9,0.3
78,0,50.0,0,0,0,0,0,1,0,0.9,0.3
79,0,99999.0,0,0,0,0,0,1,0,0.9,0.3
80,0,80.0,0,0,0,0,0,1,0,0.9,0.3
81,0,80.0,0,0,0,0,0,1,0,0.9,0.3
82,0,120.0,0,0,0,0,0,1,0,0.9,0.3
83,0,350.0,0,0,0,0,0,1,0,0.9,0.3
84,0,120.0,0,0,0,0,0,1,0,0.9,0.25
85,0,80.0,0,0,0,0,0,1,0,0.9,0.3
86,0,80.0,0,0,0,0,0,1,0,0.9,0.3
87,0,120.0,0,0,0,0,0,1,0,0.9,0.3
88,0,80.0,0,0,0,0,0,1,0,0.9,0.25
89,0,99999.0,0,0,0,0,0,1,0,0.9,0.3
90,0,99999.0,0,0,0,0,0,1,0,0.9,0.25
91,0,120.0,0,0,0,0,0,1,0,0.9,0.3
92,0,80.0,0,0,0,0,0,1,0,0.9,0.25
93,0,80.0,0,0,0,0,0,1,0,0.9,0.3
94,0,80.0,0,0,0,0,0,1,0,0.9,0.15
95,0,80.0,0,0,0,0,0,1,0,0.9,0.3
96,0,50.0,0,0,0,0,0,1,0,0.9,0.3
97,0,80.0,0,0,0,0,0,1,0,0.9,0.3
98,0,180.0,0,0,0,0,0,1,0,0.9,0.25
99,0,120.0,0,0,0,0,0,1,0,0.9,0.3
100,0,180.0,0,0,0,0,0,1,0,0.9,0.25
101,0,50.0,0,0,0,0,0,1,0,0.9,0.25
102,0,80.0,0,0,0,0,0,1,0,0.9,0.1
103,0,80.0,0,0,0,0,0,1,0,0.9,0.3
104,0,99999.0,0,0,0,0,0,1,0,0.9,0.3
105,0,120.0,0,0,0,0,0,1,0,0.9,0.1
106,0,99999.0,0,0,0,0,0,1,0,0.9,0.2
107,0,80.0,0,0,0,0,0,1,0,0.9,0.1
108,0,180.0,0,0,0,0,0,1,0,0.9,0.3
109,0,80.0,0,0,0,0,0,1,0,0.9,0.25
110,0,120.0,0,0,0,0,0,1,0,0.9,0.3
111,0,350.0,0,0,0,0,0,1,0,0.9,0.3
112,0,20.0,0,0,0,0,0,1,0,0.9,0.3
113,0,350.0,0,0,0,0,0,1,0,0.9,0.15
114,0,80.0,0,0,0,0,0,1,0,0.9,0.3
115,0,120.0,0,0,0,0,0,1,0,0.9,0.1
116,0,80.0,0,0,0,0,0,1,0,0.9,0.3
117,0,80.0,0,0,0,0,0,1,0,0.9,0.3
118,0,180.0,0,0,0,0,0,1,0,0.9,0.3
119,0,80.0,0,0,0,0,0,1,0,0.9,0.3
120,0,120.0,0,0,0,0,0,1,0,0.9,0.1
121,0,50.0,0,0,0,0,0,1,0,0.9,0.3
122,0,120.0,0,0,0,0,0,1,0,0.9,0.25
123,0,120.0,0,0,0,0,0,1,0,0.9,0.3
124,0,120.0,0,0,0,0,0,1,0,0.9,0.3
125,0,99999.0,0,0,0,0,0,1,0,0.9,0.3
126,0,180.0,0,0,0,0,0,1,0,0.9,0.3
127,0,180.0,0,0,0,0,0,1,0,0.9,0.3
128,0,99999.0,0,0,0,0,0,1,0,0.9,0.3
129,0,50.0,0,0,0,0,0,1,0,0.9,0.25
130,0,180.0,0,0,0,0,0,1,0,0.9,0.3
131,0,120.0,0,0,0,0,0,1,0,0.9,0.15
132,0,80.0,0,0,0,0,0,1,0,0.9,0.3
133,0,80.0,0,0,0,0,0,1,0,0.9,0.3
134,0,99999.0,0,0,0,0,0,1,0,0.9,0.3
135,0,50.0,0,0,0,0,0,1,0,0.9,0.3
136,0,80.0,0,0,0,0,0,1,0,0.9,0.3
137,0,180.0,0,0,0,0,0,1,0,0.9,0.3
138,0,120.0,0,0,0,0,0,1,0,0.9,0.15
139,0,50.0,0,0,0,0,0,1,0,0.9,0.25
140,0,80.0,0,0,0,0,0,1,0,0.9,0.25
141,0,80.0,0,0,0,0,0,1,0,0.9,0.3
142,0,250.0,0,0,0,0,0,1,0,0.9,0.3
143,0,80.0,0,0,0,0,0,1,0,0.9,0.3
144,0,250.0,0,0,0,0,0,1,0,0.9,0.25
145,0,180.0,0,0,0,0,0,1,0,0.9,0.3
146,0,80.0,0,0,0,0,0,1,0,0.9,0.3
147,0,120.0,0,0,0,0,0,1,0,0.9,0.25
148,0,99999.0,0,0,0,0,0,1,0,0.9,0.3
149,0,80.0,0,0,0,0,0,1,0,0.9,0.3
150,0,80.0,0,0,0,0,0,1,0,0.9,0.3
151,0,180.0,0,0,0,0,0,1,0,0.9,0.3
152,0,120.0,0,0,0,0,0,1,0,0.9,0.25
153,0,250.0,0,0,0,0,0,1,0,0.9,0.1
154,0,50.0,0,0,0,0,0,1,0,0.9,0.3
155,0,180.0,0,0,0,0,0,1,0,0.9,0.3
156,0,50.0,0,0,0,0,0,1,0,0.9,0.3
157,0,80.0,0,0,0,0,0,1,0,0.9,0.15
158,0,80.0,0,0,0,0,0,1,0,0.9,0.25
159,0,120.0,0,0,0,0,0,1,0,0.9,0.3
160,0,80.0,0,0,0,0,0,1,0,0.9,0.3
161,0,120.0,0,0,0,0,0,1,0,0.9,0.25
162,0,120.0,0,0,0,0,0,1,0,0.9,0.15
163,0,80.0,0,0,0,0,0,1,0,0.9,0.15
164,0,180.0,0,0,0,0,0,1,0,0.9,0.3
165,0,120.0,0,0,0,0,0,1,0,0.9,0.3
166,0,80.0,0,0,0,0,0,1,0,0.9,0.3
167,0,120.0,0,0,0,0,0,1,0,0.9,0.15
168,0,120.0,0,0,0,0,0,1,0,0.9,0.3
169,0,180.0,0,0,0,0,0,1,0,0.9,0.25
170,0,120.0,0,0,0,0,0,1,0,0.9,0.25
171,0,99999.0,0,0,0,0,0,1,0,0.9,0.25
172,0,80.0,0,0,0,0,0,1,0,0.9,0.3
173,0,120.0,0,0,0,0,0,1,0,0.9,0.25
174,0,120.0,0,0,0,0,0,1,0,0.9,0.3
175,0,80.0,0,0,0,0,0,1,0,0.9,0.3
176,0,80.0,0,0,0,0,0,1,0,0.9,0.3
177,0,180.0,0,0,0,0,0,1,0,0.9,0.3
178,0,80.0,0,0,0,0,0,1,0,0.9,0.3
179,0,99999.0,0,0,0,0,0,1,0,0.9,0.25
180,0,120.0,0,0,0,0,0,1,0,0.9,0.3
181,0,50.0,0,0,0,0,0,1,0,0.9,0.3
182,0,50.0,0,0,0,0,0,1,0,0.9,0.25
183,0,180.0,0,0,0,0,0,1,0,0.9,0.25
184,0,80.0,0,0,0,0,0,1,0,0.9,0.3
185,0,80.0,0,0,0,0,0,1,0,0.9,0.25
186,0,250.0,0,0,0,0,0,1,0,0.9,0.3
187,0,250.0,0,0,0,0,0,1,0,0.9,0.3
188,0,120.0,0,0,0,0,0,1,0,0.9,0.3
189,0,250.0,0,0,0,0,0,1,0,0.9,0.3
190,0,120.0,0,0,0,0,0,1,0,0.9,0.3
191,0,99999.0,0,0,0,0,0,1,0,0.9,0.3
192,0,80.0,0,0,0,0,0,1,0,0.9,0.3
193,0,80.0,0,0,0,0,0,1,0,0.9,0.25
194,0,50.0,0,0,0,0,0,1,0,0.9,0.3
195,0,50.0,0,0,0,0,0,1,0,0.9,0.3
196,0,80.0,0,0,0,0,0,1,0,0.9,0.3
197,0,80.0,0,0,0,0,0,1,0,0.9,0.3
198,0,180.0,0,0,0,0,0,1,0,0.9,0.3
199,0,80.0,0,0,0,0,0,1,0,0.9,0.3
200,0,250.0,0,0,0,0,0,1,0,0.9,0.15
1,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
2,1,50.0,5.995,0,0,0,0,1,0,0.9,0.3
3,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
4,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
5,1,80.0,5.995,0,0,0,0,1,0,0.9,0.25
6,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
7,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
8,1,120.0,5.995,0,0,0,0,1,0,0.9,0.25
9,1,120.0,5.995,0,0,0,0,1,0,0.9,0.3
10,1,120.0,5.995,0,0,0,0,1,0,0.9,0.3
11,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
12,1,120.0,5.995,0,0,0,0,1,0,0.9,0.2
13,1,80.0,5.995,0,0,0,0,1,0,0.9,0.25
14,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
15,1,120.0,5.995,0,0,0,0,1,0,0.9,0.3
16,1,350.0,5.995,0,0,0,0,1,0,0.9,0.3
17,1,180.0,5.995,0,0,0,0,1,0,0.9,0.2
18,1,50.0,5.995,0,0,0,0,1,0,0.9,0.2
19,1,120.0,5.995,0,0,0,0,1,0,0.9,0.3
20,1,180.0,5.995,0,0,0,0,1,0,0.9,0.3
21,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
22,1,120.0,5.995,0,0,0,0,1,0,0.9,0.25
23,1,500.0,5.995,0,0,0,0,1,0,0.9,0.3
24,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
25,1,250.0,5.995,0,0,0,0,1,0,0.9,0.3
26,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
27,1,250.0,5.995,0,0,0,0,1,0,0.9,0.1
28,1,120.0,5.995,0,0,0,0,1,0,0.9,0.3
29,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
30,1,50.0,5.995,0,0,0,0,1,0,0.9,0.25
31,1,120.0,5.995,0,0,0,0,1,0,0.9,0.25
32,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
33,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
34,1,250.0,5.995,0,0,0,0,1,0,0.9,0.3
35,1,80.0,5.995,0,0,0,0,1,0,0.9,0.25
36,1,99999.0,5.995,0,0,0,0,1,0,0.9,0.3
37,1,350.0,5.995,0,0,0,0,1,0,0.9,0.3
38,1,99999.0,5.995,0,0,0,0,1,0,0.9,0.3
39,1,50.0,5.995,0,0,0,0,1,0,0.9,0.3
40,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
41,1,50.0,5.995,0,0,0,0,1,0,0.9,0.1
42,1,80.0,5.995,0,0,0,0,1,0,0.9,0.25
43,1,50.0,5.995,0,0,0,0,1,0,0.9,0.3
44,1,120.0,5.995,0,0,0,0,1,0,0.9,0.3
45,1,250.0,5.995,0,0,0,0,1,0,0.9,0.25
46,1,20.0,5.995,0,0,0,0,1,0,0.9,0.3
47,1,350.0,5.995,0,0,0,0,1,0,0.9,0.1
48,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
49,1,10.0,5.995,0,0,0,0,1,0,0.9,0.3
50,1,180.0,5.995,0,0,0,0,1,0,0.9,0.3
51,1,80.0,5.995,0,0,0,0,1,0,0.9,0.25
52,1,80.0,5.995,0,0,0,0,1,0,0.9,0.25
53,1,80.0,5.995,0,0,0,0,1,0,0.9,0.2
54,1,120.0,5.995,0,0,0,0,1,0,0.9,0.3
55,1,120.0,5.995,0,0,0,0,1,0,0.9,0.25
56,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
57,1,80.0,5.995,0,0,0,0,1,0,0.9,0.15
58,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
59,1,120.0,5.995,0,0,0,0,1,0,0.9,0.25
60,1,99999.0,5.995,0,0,0,0,1,0,0.9,0.15
61,1,180.0,5.995,0,0,0,0,1,0,0.9,0.3
62,1,120.0,5.995,0,0,0,0,1,0,0.9,0.25
63,1,80.0,5.995,0,0,0,0,1,0,0.9,0.25
64,1,180.0,5.995,0,0,0,0,1,0,0.9,0.25
65,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
66,1,250.0,5.995,0,0,0,0,1,0,0.9,0.25
67,1,120.0,5.995,0,0,0,0,1,0,0.9,0.3
68,1,50.0,5.995,0,0,0,0,1,0,0.9,0.3
69,1,50.0,5.995,0,0,0,0,1,0,0.9,0.3
70,1,120.0,5.995,0,0,0,0,1,0,0.9,0.3
71,1,80.0,5.995,0,0,0,0,1,0,0.9,0.25
72,1,180.0,5.995,0,0,0,0,1,0,0.9,0.3
73,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
74,1,120.0,5.995,0,0,0,0,1,0,0.9,0.25
75,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
76,1,250.0,5.995,0,0,0,0,1,0,0.9,0.25
77,1,500.0,5.995,0,0,0,0,1,0,0.9,0.3
78,1,50.0,5.995,0,0,0,0,1,0,0.9,0.3
79,1,99999.0,5.995,0,0,0,0,1,0,0.9,0.3
80,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
81,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
82,1,120.0,5.995,0,0,0,0,1,0,0.9,0.3
83,1,350.0,5.995,0,0,0,0,1,0,0.9,0.3
84,1,120.0,5.995,0,0,0,0,1,0,0.9,0.25
85,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
86,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
87,1,120.0,5.995,0,0,0,0,1,0,0.9,0.3
88,1,80.0,5.995,0,0,0,0,1,0,0.9,0.25
89,1,99999.0,5.995,0,0,0,0,1,0,0.9,0.3
90,1,99999.0,5.995,0,0,0,0,1,0,0.9,0.25
91,1,120.0,5.995,0,0,0,0,1,0,0.9,0.3
92,1,80.0,5.995,0,0,0,0,1,0,0.9,0.25
93,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
94,1,80.0,5.995,0,0,0,0,1,0,0.9,0.15
95,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
96,1,50.0,5.995,0,0,0,0,1,0,0.9,0.3
97,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
98,1,180.0,5.995,0,0,0,0,1,0,0.9,0.25
99,1,120.0,5.995,0,0,0,0,1,0,0.9,0.3
100,1,180.0,5.995,0,0,0,0,1,0,0.9,0.25
101,1,50.0,5.995,0,0,0,0,1,0,0.9,0.25
102,1,80.0,5.995,0,0,0,0,1,0,0.9,0.1
103,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
104,1,99999.0,5.995,0,0,0,0,1,0,0.9,0.3
105,1,120.0,5.995,0,0,0,0,1,0,0.9,0.1
106,1,99999.0,5.995,0,0,0,0,1,0,0.9,0.2
107,1,80.0,5.995,0,0,0,0,1,0,0.9,0.1
108,1,180.0,5.995,0,0,0,0,1,0,0.9,0.3
109,1,80.0,5.995,0,0,0,0,1,0,0.9,0.25
110,1,120.0,5.995,0,0,0,0,1,0,0.9,0.3
111,1,350.0,5.995,0,0,0,0,1,0,0.9,0.3
112,1,20.0,5.995,0,0,0,0,1,0,0.9,0.3
113,1,350.0,5.995,0,0,0,0,1,0,0.9,0.15
114,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
115,1,120.0,5.995,0,0,0,0,1,0,0.9,0.1
116,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
117,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
118,1,180.0,5.995,0,0,0,0,1,0,0.9,0.3
119,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
120,1,120.0,5.995,0,0,0,0,1,0,0.9,0.1
121,1,50.0,5.995,0,0,0,0,1,0,0.9,0.3
122,1,120.0,5.995,0,0,0,0,1,0,0.9,0.25
123,1,120.0,5.995,0,0,0,0,1,0,0.9,0.3
124,1,120.0,5.995,0,0,0,0,1,0,0.9,0.3
125,1,99999.0,5.995,0,0,0,0,1,0,0.9,0.3
126,1,180.0,5.995,0,0,0,0,1,0,0.9,0.3
127,1,180.0,5.995,0,0,0,0,1,0,0.9,0.3
128,1,99999.0,5.995,0,0,0,0,1,0,0.9,0.3
129,1,50.0,5.995,0,0,0,0,1,0,0.9,0.25
130,1,180.0,5.995,0,0,0,0,1,0,0.9,0.3
131,1,120.0,5.995,0,0,0,0,1,0,0.9,0.15
132,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
133,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
134,1,99999.0,5.995,0,0,0,0,1,0,0.9,0.3
135,1,50.0,5.995,0,0,0,0,1,0,0.9,0.3
136,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
137,1,180.0,5.995,0,0,0,0,1,0,0.9,0.3
138,1,120.0,5.995,0,0,0,0,1,0,0.9,0.15
139,1,50.0,5.995,0,0,0,0,1,0,0.9,0.25
140,1,80.0,5.995,0,0,0,0,1,0,0.9,0.25
141,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
142,1,250.0,5.995,0,0,0,0,1,0,0.9,0.3
143,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
144,1,250.0,5.995,0,0,0,0,1,0,0.9,0.25
145,1,180.0,5.995,0,0,0,0,1,0,0.9,0.3
146,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
147,1,120.0,5.995,0,0,0,0,1,0,0.9,0.25
148,1,99999.0,5.995,0,0,0,0,1,0,0.9,0.3
149,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
150,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
151,1,180.0,5.995,0,0,0,0,1,0,0.9,0.3
152,1,120.0,5.995,0,0,0,0,1,0,0.9,0.25
153,1,250.0,5.995,0,0,0,0,1,0,0.9,0.1
154,1,50.0,5.995,0,0,0,0,1,0,0.9,0.3
155,1,180.0,5.995,0,0,0,0,1,0,0.9,0.3
156,1,50.0,5.995,0,0,0,0,1,0,0.9,0.3
157,1,80.0,5.995,0,0,0,0,1,0,0.9,0.15
158,1,80.0,5.995,0,0,0,0,1,0,0.9,0.25
159,1,120.0,5.995,0,0,0,0,1,0,0.9,0.3
160,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
161,1,120.0,5.995,0,0,0,0,1,0,0.9,0.25
162,1,120.0,5.995,0,0,0,0,1,0,0.9,0.15
163,1,80.0,5.995,0,0,0,0,1,0,0.9,0.15
164,1,180.0,5.995,0,0,0,0,1,0,0.9,0.3
165,1,120.0,5.995,0,0,0,0,1,0,0.9,0.3
166,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
167,1,120.0,5.995,0,0,0,0,1,0,0.9,0.15
168,1,120.0,5.995,0,0,0,0,1,0,0.9,0.3
169,1,180.0,5.995,0,0,0,0,1,0,0.9,0.25
170,1,120.0,5.995,0,0,0,0,1,0,0.9,0.25
171,1,99999.0,5.995,0,0,0,0,1,0,0.9,0.25
172,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
173,1,120.0,5.995,0,0,0,0,1,0,0.9,0.25
174,1,120.0,5.995,0,0,0,0,1,0,0.9,0.3
175,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
176,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
177,1,180.0,5.995,0,0,0,0,1,0,0.9,0.3
178,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
179,1,99999.0,5.995,0,0,0,0,1,0,0.9,0.25
180,1,120.0,5.995,0,0,0,0,1,0,0.9,0.3
181,1,50.0,5.995,0,0,0,0,1,0,0.9,0.3
182,1,50.0,5.995,0,0,0,0,1,0,0.9,0.25
183,1,180.0,5.995,0,0,0,0,1,0,0.9,0.25
184,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
185,1,80.0,5.995,0,0,0,0,1,0,0.9,0.25
186,1,250.0,5.995,0,0,0,0,1,0,0.9,0.3
187,1,250.0,5.995,0,0,0,0,1,0,0.9,0.3
188,1,120.0,5.995,0,0,0,0,1,0,0.9,0.3
189,1,250.0,5.995,0,0,0,0,1,0,0.9,0.3
190,1,120.0,5.995,0,0,0,0,1,0,0.9,0.3
191,1,99999.0,5.995,0,0,0,0,1,0,0.9,0.3
192,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
193,1,80.0,5.995,0,0,0,0,1,0,0.9,0.25
194,1,50.0,5.995,0,0,0,0,1,0,0.9,0.3
195,1,50.0,5.995,0,0,0,0,1,0,0.9,0.3
196,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
197,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
198,1,180.0,5.995,0,0,0,0,1,0,0.9,0.3
199,1,80.0,5.995,0,0,0,0,1,0,0.9,0.3
200,1,250.0,5.995,0,0,0,0,1,0,0.9,0.15
1,2,80.0,14.239,0,0,0,0,1,0,0.9,0.3
2,2,50.0,14.239,0,0,0,0,1,0,0.9,0.3
3,2,80.0,14.239,0,0,0,0,1,0,0.9,0.3
4,2,80.0,14.239,0,0,0,0,1,0,0.9,0.3
5,2,80.0,14.239,0,0,0,0,1,0,0.9,0.25
6,2,80.0,14.239,0,0,0,0,1,0,0.9,0.3
7,2,80.0,14.239,0,0,0,0,1,0,0.9,0.3
8,2,120.0,14.239,0,0,0,0,1,0,0.9,0.25
9,2,120.0,14.239,0,0,0,0,1,0,0.9,0.3
10,2,120.0,14.239,0,0,0,0,1,0,0.9,0.3
11,2,80.0,14.239,0,0,0,0,1,0,0.9,0.3
12,2,120.0,14.239,0,0,0,0,1,0,0.9,0.2
13,2,80.0,14.239,0,0,0,0,1,0,0.9,0.25
14,2,80.0,14.239,0,0,0,0,1,0,0.9,0.3
15,2,120.0,14.239,0,0,0,0,1,0,0.9,0.3
16,2,350.0,14.239,0,0,0,0,1,0,0.9,0.3
17,2,180.0,14.239,0,0,0,0,1,0,0.9,0.2
18,2,50.0,14.239,0,0,0,0,1,0,0.9,0.2
19,2,120.0,14.239,0,0,0,0,1,0,0.9,0.3
20,2,180.0,14.239,0,0,0,0,1,0,0.9,0.3
21,2,80.0,14.239,0,0,0,0,1,0,0.9,0.3
22,2,120.0,14.239,0,0,0,0,1,0,0.9,0.25
23,2,500.0,14.239,0,0,0,0,1,0,0.9,0.3
24,2,80.0,14.239,0,0,0,0,1,0,0.9,0.3
25,2,250.0,14.239,0,0,0,0,1,0,0.9,0.3
26,2,80.0,14.239,0,0,0,0,1,0,0.9,0.3
27,2,250.0,14.239,0,0,0,0,1,0,0.9,0.1
28,2,120.0,14.239,0,0,0,0,1,0,0.9,0.3
29,2,80.0,14.239,0,0,0,0,1,0,0.9,0.3
30,2,50.0,14.239,0,0,0,0,1,0,0.9,0.25
31,2,120.0,14.239,0,0,0,0,1,0,0.9,0.25
32,2,80.0,5.995,0,0,0,0,1,0,0.9,0.3
33,2,80.0,14.239,0,0,0,0,1,0,0.9,0.3
34,2,250.0,14.239,0,0,0,0,1,0,0.9,0.3
35,2,80.0,14.239,0,0,0,0,1,0,0.9,0.25
36,2,99999.0,14.239,0,0,0,0,1,0,0.9,0.3
37,2,350.0,14.239,0,0,0,0,1,0,0.9,0.3
38,2,99999.0,14.239,0,0,0,0,1,0,0.9,0.3
39,2,50.0,14.239,0,0,0,0,1,0,0.9,0.3
40,2,80.0,14.239,0,0,0,0,1,0,0.9,0.3
41,2,50.0,14.239,0,0,0,0,1,0,0.9,0.1
42,2,80.0,14.239,0,0,0,0,1,0,0.9,0.25
43,2,50.0,14.239,0,0,0,0,1,0,0.9,0.3
44,2,120.0,14.239,0,0,0,0,1,0,0.9,0.3
45,2,250.0,14.239,0,0,0,0,1,0,0.9,0.25
46,2,20.0,14.239,0,0,0,0,1,0,0.9,0.3
47,2,350.0,14.239,0,0,0,0,1,0,0.9,0.1
